id,name,type,parts_count,part_1_link,part_1_duration,part_2_link,part_2_duration,part_3_link,part_3_duration,venue,read_type,series
265074,22- تلاوت تحقیق دوره ای عبدالباسط محمد عبدالصمد,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209037&VALID=TRUE&q=11,38:25,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265079,24- تلاوت آیه 83 تا 124 سوره  انعام,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209039&VALID=TRUE&q=11,40:13,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265084,23- تلاوت تحقیق دوره ای عبدالباسط محمد عبدالصمد,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209038&VALID=TRUE&q=11,27:49,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265086,26- تلاوت تحقیق دوره ای عبدالباسط محمد عبدالصمد,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209041&VALID=TRUE&q=11,32:23,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265088,25- تلاوت تحقیق دوره ای عبدالباسط محمد عبدالصمد,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209040&VALID=TRUE&q=11,36:25,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265089,سوره انعام آیات 37تا72,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209042&VALID=TRUE&q=11,35:39,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265090,28-تلاوت آیه 73تا 129سوره اعراف,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209043&VALID=TRUE&q=11,40:09,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265102,30- آیات 168تا206 سوره اعراف و 1تا14 انفال,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209063&VALID=TRUE&q=11,41:43,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265106,31- آیه 15 تا 60 سوره  انفال,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209069&VALID=TRUE&q=11,38:46,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265107,32- آیه  61تا 75 سوره انفال وآیه 1 تا 24 توبه,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209077&VALID=TRUE&q=11,36:17,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265108,33- آیه 25تا 59 سوره  توبه,,0,http://player.iranseda.ir/quran-player/?g=265108&w=46,,,,,,,,
265109,34- آیه 60تا99 سوره توبه,تحقیق دوره ا ی — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209079&VALID=TRUE&q=11,38:38,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265111,35- تلاوت آیه100 تا 129سوره توبه  وآیه1تا5 یونس,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209080&VALID=TRUE&q=11,37:53,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265112,36- تلاوت  آیه 6تا 46 سوره یونس,,0,http://player.iranseda.ir/quran-player/?g=265112&w=46,,,,,,,,
265114,37- تلاوت آیه  47تا 98سوره  یونس,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209082&VALID=TRUE&q=11,39:03,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265120,38- تلاوت آیه 99 تا  109  سوره یونس  وآیه 1تا  40هود,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209083&VALID=TRUE&q=11,41:16,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265127,39- تلاوت آیه 41 تا 88سوره  هود,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209086&VALID=TRUE&q=11,39:22,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
265138,40- تلاوت  آیه 89 تا  123 سوره  هود وآیات 1 تا 21 یوسف,,0,http://player.iranseda.ir/quran-player/?g=265138&w=46,,,,,,,,
266420,سوره بقره آیات 75 تا 105,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209958&VALID=TRUE&q=11,34:17,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
266449,سوره بقره آیات 203 تا 232,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=209982&VALID=TRUE&q=11,36:19,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
267347,41- تلاوت آیه 22 تا 67 سوره مباركه یوسف,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210622&VALID=TRUE&q=11,40:21,,,,,,تلاوت مستقل,تحقيق دوره اي عبدالباسط 3
267348,42- تلاوت آیه یوسف 68 تا 111 سوره یوسف و آیه 1 تا 3 رعد,تحقیق دوره ای - عبدالباسط محمد عبدالصمد (1) — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210623&VALID=TRUE&q=11,38:26,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267349,سوره رعد آیات 4 تا 37,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213314&VALID=TRUE&q=11,35:59,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267350,سوره رعد آیات 38تا43، ابراهیم آیات 1تا34,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210625&VALID=TRUE&q=11,36:44,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267351,45- تلاوت آیه 35 تا 52 سوره ابراهیم وآیه 1تا 66 سوره حجر,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210627&VALID=TRUE&q=11,41:14,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267353,47- تلاوت آیه 36 تا 80 سوره نحل,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210629&VALID=TRUE&q=11,36:30,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267354,48- تلاوت آیه 81 تا 128 سوره نحل,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210630&VALID=TRUE&q=11,36:27,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267355,49- تلاوت آیه 1 تا 54 سوره  الاسراء,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210631&VALID=TRUE&q=11,37:37,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267356,50- تلاوت آیه 55 تا 111 سوره الاسراء,تحقیق دوره ا ی — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210632&VALID=TRUE&q=11,40:41,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267357,51- تحقیق دوره ای عبدالباسط 3,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213296&VALID=TRUE&q=11,38:39,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267358,52- تلاوت آیه47 تا  106 سوره كهف,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210635&VALID=TRUE&q=11,38:31,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267359,53 - تلاوت آیه  107 تا 110سوره كهف وآیه 1  تا65 سوره مریم,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213305&VALID=TRUE&q=11,40:24,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267360,54- تلاوت آیه 66 تا 98 سوره مریم وآیه  1 تا 69 سوره طه,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213308&VALID=TRUE&q=11,40:36,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267362,56- تلاوت آیه 1 تا 73 سوره انبیاء,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213310&VALID=TRUE&q=11,40:16,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267363,57- تلاوت آیه 74 تا 112 سوره  انبیاء وآیه 1 تا 13 سوره حج,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213129&VALID=TRUE&q=11,36:10,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267365,59-  تحقیق دوره ای عبدالباسط,تحقیق دوره ا ی — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213141&VALID=TRUE&q=11,37:46,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267366,60- تحقیق دوره ای عبدالباسط,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213111&VALID=TRUE&q=11,39:09,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267367,61- تلاوت آیه1 تا  34 سوره النور,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210645&VALID=TRUE&q=11,34:54,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267368,62- تلاوت آیه 35 تا  64 سوره النور,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210646&VALID=TRUE&q=11,38:21,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267369,63- تلاوت آیه1 تا 35  سوره فرقان,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210647&VALID=TRUE&q=11,37:56,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267370,64- تلاوت آیه 61 تا 77 سوره  فرقان و آیه 1  تا 104سوره شعراء,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213666&VALID=TRUE&q=11,35:23,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267371,65- تلاوت آیه 69 تا  175 سوره شعراء,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210651&VALID=TRUE&q=11,36:38,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267372,66- تلاوت آیه 176 تا 277 سوره شعراء  وآیه 1 تا  26  سوره  نمل,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210652&VALID=TRUE&q=11,35:02,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267373,67- تلاوت آیه27 تا 88 سوره نمل,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210653&VALID=TRUE&q=11,40:00,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267374,68- تلاوت آیه  89تا 93 سوره  نمل وآیه 1  تا  42  سوره قصص,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210654&VALID=TRUE&q=11,37:35,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267375,69- تلاوت آیه43 تا  88 سوره قصص,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=210656&VALID=TRUE&q=11,38:54,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267376,سوره عنكبوت آیات 1تا 49,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213257&VALID=TRUE&q=11,38:52,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267377,سوره عنكبوت آیات 50تا69، سوره روم آیات 1تا35,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213266&VALID=TRUE&q=11,35:52,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267378,سوره روم آیات 36تا60، سوره لقمان آیات1تا28,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213273&VALID=TRUE&q=11,38:33,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267379,73-تلاوت آیه 29 تا 34 سوره لقمان وآیه 1  تا  30  سوره سجده وآیه 1تا17 احزاب,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213278&VALID=TRUE&q=11,40:09,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267380,74- تلاوت آیه18 تا  53 سوره احزاب,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213279&VALID=TRUE&q=11,38:49,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267381,سوره احزاب آیات 54تا73، سوره سبأ آیات 1تا30,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213285&VALID=TRUE&q=11,37:15,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267382,سوره سبأ آیات 31تا54، فاطر آیات 1تا26,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213290&VALID=TRUE&q=11,41:47,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267384,سوره فاطر آیات 27تا45، یس آیات 1تا40,,0,http://player.iranseda.ir/quran-player/?g=267384&w=46,,,,,,,,
267385,سوره یس آیات41تا83، صافات آیات 1تا61,,0,http://player.iranseda.ir/quran-player/?g=267385&w=46,,,,,,,,
267386,سوره صافات آیات62تا182، سوره ص آیات 1تا11,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213447&VALID=TRUE&q=11,41:50,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267387,سوره ص آیات 12تا88، زمر آیات 1تا 5,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213441&VALID=TRUE&q=11,40:09,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267388,سوره زمر آیات 6 تا 52,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213434&VALID=TRUE&q=11,37:46,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267389,سوره زمر آیات 53 تا 75، غافر آیات 1 تا 27,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213328&VALID=TRUE&q=11,37:12,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267390,سوره غافر آیه 28 تا 78,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213323&VALID=TRUE&q=11,39:29,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267391,سوره غافر آیات 79تا85، فصلت آیات 1تا42,,0,http://player.iranseda.ir/quran-player/?g=267391&w=46,,,,,,,,
267393,85- تلاوت آیه43  تا 54 سوره  فصلت  وآیه1 تا 31سوره شوری,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213795&VALID=TRUE&q=11,38:11,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267394,سوره شوری آیات 32تا 53، زخرف آیات 1تا42,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213783&VALID=TRUE&q=11,39:59,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267395,سوره زخرف آیات 43تا 89، دخان آیات 1تا50,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213781&VALID=TRUE&q=11,39:38,,,,,,صفحه‌خوانی,تحقيق دوره اي عبدالباسط 3
267539,سوره آل عمران 164تا200,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=211224&VALID=TRUE&q=11,37:21,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
268523,سوره انعام 30 تا 73,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=211554&VALID=TRUE&q=11,40:21,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
270671,عبدالباسط- اعراف 171 تا 206,تحقیق ترکیبی — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213621&VALID=TRUE&q=11,30:22,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
270781,عبدالباسط- یونس 26 تا 70,تحقیق ترکیبی — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=213682&VALID=TRUE&q=11,36:20,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
273233,سوره رعد آیات 19تا43، ابراهیم آیات 1تا9,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=215061&VALID=TRUE&q=11,32:22,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
273277,سوره نحل آیات 51 تا 89,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=215122&VALID=TRUE&q=11,31:22,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
275139,سوره اسراء آیات 99تا 111، سوره كهف 1تا31,تحقیق دوره ای — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=216353&VALID=TRUE&q=11,35:22,,,,,,صفحه‌خوانی,تحقيق دوره اي تركيبي
335517,سوره بقره 177 تا 199,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=261697&VALID=TRUE&q=11,41:50,,,,,,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
370924,سوره آل عمران آیات 33 تا 47,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=311367&VALID=TRUE&q=11,26:25,,,,,رادیو دمشق,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
370938,سوره آل عمران آیات 33 تا 78,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=312003&VALID=TRUE&q=11,48:45,,,,,,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
373603,سوره رعد آیات 1 تا 24,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=302189&VALID=TRUE&q=11,43:23,,,,,قاهره,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
374184,سوره نحل آیات 90 تا آخر,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=296441&VALID=TRUE&q=11,42:24,,,,,,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
374750,سوره اسراء آیات 70 تا 87,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=296438&VALID=TRUE&q=11,28:21,,,,,سوریه,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
380911,سوره طه آیات 55 تا 73,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=312796&VALID=TRUE&q=11,13:25,,,,,قاهره، اذاعه القران,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
380937,سوره حج آیات 1تا 29,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=312786&VALID=TRUE&q=11,28:24,,,,,قاهره، اذاعه القران,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
384025,سوره مومنون آیات 1 تا 44,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=302170&VALID=TRUE&q=11,27:27,,,,,سوریه,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
384028,سوره شعراء آیات 1 تا 68,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=302161&VALID=TRUE&q=11,27:25,,,,,رادیو دمشق,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
385377,سوره حجرات آیات 1 تا آخر، سوره ق آیات 1 تا 8,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=313124&VALID=TRUE&q=11,42:22,,,,,قاهره,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
385382,سوره قلم آیات 1 تا آخر,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=404353&VALID=TRUE&q=11,25:04,,,,,سوریه، رادیو دمشق,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
385388,سوره قصص آیات 76 تا آخر، غاشیه، فجر آیات 1 تا 15,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=313108&VALID=TRUE&q=11,27:33,,,,,قاهره,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
398454,سوره قیامه، لیل، ضحی، انشراح، تین، علق، فاتحه، بقره 1 تا 5,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=309433&VALID=TRUE&q=11,38:16,,,,,مصر ، شهر قاهره ، اذاعه القرآن,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
398455,سوره قیامه، طارق، اعلی، غاشیه,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=309447&VALID=TRUE&q=11,30:57,,,,,مصر ، شهر قاهره ، اذاعه القرآن,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
398457,سوره مریم آیات 1 تا 36,تحقیق — استودیویی,1,http://player.iranseda.ir/downloadfile?attid=309551&VALID=TRUE&q=11,18:53,,,,,مصر ، شهر قاهره ، اذاعه القرآن,تلاوت مستقل,تلاوت تحقيق قاريان غير ايراني
